isWin,thinkingTimeTotal,score
True,3.5962127659574468,556.0
True,3.23815873015873,548.0
True,3.18606976744186,558.0
True,4.302255813953488,558.0
True,3.7998857142857148,562.0
True,3.6976046511627905,558.0
True,3.806290322580646,564.0
True,3.823588235294118,554.0
True,5.119285714285713,548.0
True,3.973333333333333,542.0
True,4.747050632911392,540.0
True,5.191446808510638,556.0
True,3.2698888888888886,548.0
True,3.349142857142857,548.0
True,3.302325581395348,558.0
True,4.54943956043956,534.0
True,4.323943661971831,544.0
True,4.728711864406778,550.0
True,3.758987951807228,538.0
True,3.7431142857142863,562.0
True,4.022,534.0
True,3.018509090909091,552.0
True,3.6776451612903225,564.0
True,4.032258064516129,564.0
True,4.072909090909091,552.0
True,3.4187209302325585,558.0
True,5.574617021276597,556.0
True,3.728661016949152,550.0
True,4.19341935483871,564.0
True,3.7157473684210522,532.0
True,4.428057142857143,562.0
True,8.064548387096773,564.0
True,3.0234418604651156,558.0
True,3.2239402985074626,546.0
True,3.045747474747475,530.0
True,4.042633802816901,544.0
True,3.8037058823529417,554.0
True,3.3522535211267606,544.0
True,5.54841935483871,564.0
True,3.5816774193548384,564.0
True,4.154333333333333,560.0
True,3.616914893617021,556.0
True,6.422790697674419,558.0
True,3.475951807228915,538.0
True,3.4883953488372095,558.0
True,3.9013521126760553,544.0
True,5.139465116279069,558.0
True,6.967741935483871,564.0
True,5.491666666666667,548.0
True,4.2325348837209305,558.0
