isWin,thinkingTimeTotal,score
False,4.7332222222222216,-365.0
False,4.313912790697674,192.0
False,4.977460674157304,90.0
False,8.878,-290.0
False,5.792339622641508,-378.0
False,8.014084507042254,-354.0
False,5.563345454545455,-329.0
False,4.004835680751174,109.0
False,4.527503067484664,-195.0
False,3.939104347826087,-4.0
False,3.15258855585831,37.0
False,6.253671641791044,-333.0
False,3.449462184873949,-20.0
False,4.888711111111111,-365.0
False,3.9858951048951052,344.0
False,8.448356321839082,-289.0
False,4.197775401069519,-203.0
False,4.260085201793723,-215.0
True,3.928715415019763,1365.0
False,3.4854821428571428,-34.0
False,4.85508695652174,-333.0
False,3.499913043478262,106.0
False,3.7058362480127185,-150.0
False,4.4908,-329.0
False,2.2527773584905657,-159.0
False,2.3973108108108105,-174.0
True,4.017109589041096,1352.0
False,4.385736842105263,-369.0
False,5.222177777777777,-365.0
False,4.515191919191919,-343.0
False,4.045749999999998,-64.0
True,3.035045822102427,1402.0
False,2.491402649006622,-192.0
False,3.571142857142857,-338.0
False,6.690654545454548,-329.0
False,3.5989374999999986,-204.0
False,3.855939058171745,-171.0
False,4.186174174174174,229.0
False,6.108916666666667,726.0
False,4.151266666666666,-370.0
False,5.577822222222222,-365.0
False,3.7630311004784702,-80.0
False,3.615669421487604,478.0
False,6.237288135593221,-340.0
False,2.8201953125000006,44.0
False,2.806425806451614,-44.0
False,4.296555133079846,-68.0
False,3.529411311053985,-170.0
False,7.654196261682242,-122.0
False,6.530591836734695,-377.0
