isWin,thinkingTimeTotal,score
True,48.65680000000001,562.0
True,42.43018604651162,558.0
True,31.337373493975903,538.0
True,40.51167441860465,558.0
True,41.30225581395349,558.0
True,33.8461282051282,560.0
True,35.53479069767442,558.0
True,30.37134285714286,562.0
True,36.20904651162791,558.0
True,32.27115254237288,550.0
True,43.34291428571429,562.0
True,50.2048717948718,560.0
True,37.337534883720934,558.0
True,44.032258064516135,564.0
True,44.06448387096774,564.0
True,33.46861538461538,560.0
True,31.799714285714288,562.0
True,29.832333333333334,542.0
True,37.975855421686745,538.0
True,30.342571428571436,562.0
True,24.13962790697674,558.0
True,28.58153488372093,558.0
True,27.580612903225802,564.0
True,29.456971428571425,562.0
True,28.23230232558139,558.0
True,31.720953488372093,558.0
True,26.76732558139535,558.0
False,33.167033333333336,-445.0
True,41.69760465116279,558.0
True,35.345327272727275,552.0
True,29.659702127659568,556.0
True,32.27927906976744,558.0
False,26.714595238095235,-451.0
True,32.58979487179487,560.0
True,35.36384848484848,563.0
True,40.41046153846154,560.0
True,33.56839215686274,554.0
True,38.79517948717949,560.0
True,52.64512903225806,564.0
True,57.93612765957448,556.0
True,49.85719999999999,562.0
True,29.67444186046511,558.0
True,31.8388064516129,564.0
False,29.131500000000003,-449.0
True,36.372470588235295,554.0
False,45.03465517241379,-459.0
True,38.276702127659576,556.0
True,34.3512972972973,561.0
True,31.723531914893613,556.0
True,32.379886075949344,540.0
